Title,Salary,Date Posted,Location,Closing Date,Link
Operations AccountantKalexius (Mauritius)Ltd,Not disclosed,15/08/2025,Plaine Wilhems,14/09/2025,https://www.myjob.mu/Jobs/Operations-Accountant-196903.aspx
Corporate Governance SpecialistKalexius (Mauritius)Ltd,Negotiable,15/08/2025,Plaine Wilhems,14/09/2025,https://www.myjob.mu/Jobs/Corporate-Governance-Specialist-196902.aspx
Legal Associate - CorporateKalexius (Mauritius)Ltd,Not disclosed,15/08/2025,Plaine Wilhems,14/09/2025,https://www.myjob.mu/Jobs/Legal-Associate-Corporate-196901.aspx
Administrative AssistantSinews Global Ltd,Not disclosed,15/08/2025,Port Louis,14/09/2025,https://www.myjob.mu/Jobs/Administrative-Assistant-196900.aspx
Audit SupervisorMOORE (Mauritius) LLP,Negotiable,15/08/2025,Port Louis,14/09/2025,https://www.myjob.mu/Jobs/Audit-Supervisor-196899.aspx
Accounts OfficerIQera,Negotiable,15/08/2025,Port Louis,14/09/2025,https://www.myjob.mu/Jobs/Accounts-Officer-196897.aspx
A​c​c​o​u​n​t​a​n​t​C-Care (Mauritius) Ltd,Negotiable,15/08/2025,Moka,14/09/2025,https://www.myjob.mu/Jobs/Accountant-196896.aspx
Head of Dental ServicesC-Care (Mauritius) Ltd,Negotiable,15/08/2025,Pamplemousses,14/09/2025,https://www.myjob.mu/Jobs/Head-of-Dental-Services-196895.aspx
Health and Safety OfficerGrays,Not disclosed,15/08/2025,Pamplemousses,14/09/2025,https://www.myjob.mu/Jobs/Health-and-Safety-Officer-196894.aspx
Merchandiser-Traditional TradeGrays,Not disclosed,15/08/2025,Pamplemousses,14/09/2025,https://www.myjob.mu/Jobs/Merchandiser-Traditional-Trade-196892.aspx
Merchandiser-Modern TradeGrays,Not disclosed,15/08/2025,Pamplemousses,14/09/2025,https://www.myjob.mu/Jobs/Merchandiser-Modern-Trade-196891.aspx
DEMI CHEF DE PARTIEThe Oberoi,Not disclosed,15/08/2025,Pamplemousses,14/09/2025,https://www.myjob.mu/Jobs/DEMI-CHEF-DE-PARTIE-196889.aspx
COMMIS 2The Oberoi,Not disclosed,15/08/2025,Pamplemousses,14/09/2025,https://www.myjob.mu/Jobs/COMMIS-2-196888.aspx
S​t​e​w​a​r​d​The Oberoi,Not disclosed,15/08/2025,Port Louis,14/09/2025,https://www.myjob.mu/Jobs/Steward-196887.aspx
Operations ManagerN-G Group,Not disclosed,15/08/2025,Black River,14/09/2025,https://www.myjob.mu/Jobs/Operations-Manager-196886.aspx
Maintenance Trainee (Ascencia Malls)ENL,Not disclosed,15/08/2025,Moka,14/09/2025,https://www.myjob.mu/Jobs/Maintenance-Trainee-Ascencia-Malls-196882.aspx
R​e​c​e​p​t​i​o​n​i​s​t​Baker Tilly Business Consulting Ltd,Not disclosed,15/08/2025,Pamplemousses,14/09/2025,https://www.myjob.mu/Jobs/Receptionist-196881.aspx
Data AnalystRealign Consulting Ltd,"41,000 - 50,000",14/08/2025,Port Louis,13/09/2025,https://www.myjob.mu/Jobs/Data-Analyst-196845.aspx
Marketing Manager (Ascencia Malls)ENL,Not disclosed,15/08/2025,Moka,14/09/2025,https://www.myjob.mu/Jobs/Marketing-Manager-Ascencia-Malls-196880.aspx
Supervisor VillaOne&Only Le Saint Geran,"21,000 - 30,000",15/08/2025,Flacq,14/09/2025,https://www.myjob.mu/Jobs/Supervisor-Villa-196875.aspx
Commercial B2BHidden Company,Negotiable,14/08/2025,Port Louis,13/09/2025,https://www.myjob.mu/Jobs/Commercial-B2B-196874.aspx
Team Leader - Audit OutsourcingBDO Solutions Ltd,Not disclosed,14/08/2025,Moka,13/09/2025,https://www.myjob.mu/Jobs/Team-Leader-Audit-Outsourcing-196873.aspx
Dishwasher SupervisorC-Care (Mauritius) Ltd,Not disclosed,14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Dishwasher-Supervisor-196872.aspx
Project Leader- Audit Outsourcing (IFRS and LUX GAAP Expertise)BDO Solutions Ltd,Not disclosed,14/08/2025,Moka,13/09/2025,https://www.myjob.mu/Jobs/Project-Leader-Audit-Outsourcing-IFRS-196871.aspx
Adminstrative AssistantEXPAT MANAGEMENT LTD,See description,14/08/2025,Riviere du Rempart,13/09/2025,https://www.myjob.mu/Jobs/Adminstrative-Assistant-196870.aspx
D​i​s​h​w​a​s​h​e​r​C-Care (Mauritius) Ltd,Not disclosed,14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Dishwasher-196869.aspx
Medical Record ClerkC-Care (Mauritius) Ltd,Not disclosed,14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Medical-Record-Clerk-196867.aspx
Global Customer Support CoordinatorInternational SOS African Services Ltd,Not disclosed,14/08/2025,Moka,13/09/2025,https://www.myjob.mu/Jobs/Global-Customer-Support-Coordinator-196866.aspx
Associate Network EngineerINCONEK (MAURITIUS) LTD,Negotiable,14/08/2025,Mauritius,13/09/2025,https://www.myjob.mu/Jobs/Associate-Network-Engineer-196865.aspx
Revenue ManagerConstance Hospitality Management Ltd,Negotiable,14/08/2025,Flacq,13/09/2025,https://www.myjob.mu/Jobs/Revenue-Manager-196863.aspx
Technicien Support InformatiqueSEDECO LTD,"21,000 - 30,000",14/08/2025,Port Louis,13/09/2025,https://www.myjob.mu/Jobs/Technicien-Support-Informatique-196862.aspx
LABORATORY TECHNICIANMaurilait (Member of Eclosia Group),Not disclosed,14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/LABORATORY-TECHNICIAN-196861.aspx
SENIOR MAINTENANCE TECHNICIAN (ELECTRICITÉ INDUSTRIELLE)Maurilait (Member of Eclosia Group),Not disclosed,14/08/2025,Mauritius,13/09/2025,https://www.myjob.mu/Jobs/SENIOR-MAINTENANCE-TECHNICIAN-ELECTRICITE-INDUSTRIELLE-196859.aspx
Contact Centre AgentC-Care (Mauritius) Ltd,Not disclosed,14/08/2025,Moka,13/09/2025,https://www.myjob.mu/Jobs/Contact-Centre-Agent-196856.aspx
Junior IT OfficerBaker Tilly Business Consulting Ltd,Not disclosed,14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Junior-IT-Officer-196853.aspx
Associate - TaxBaker Tilly Business Consulting Ltd,Not disclosed,14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Associate-Tax-196851.aspx
Junior Associate - TaxBaker Tilly Business Consulting Ltd,Not disclosed,14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Junior-Associate-Tax-196850.aspx
Audit AssociateKASA Corporate Services Ltd,Negotiable,14/08/2025,Port Louis,13/09/2025,https://www.myjob.mu/Jobs/Audit-Associate-196849.aspx
PURCHASING & LOGISTICS CLERKPHARMACIE NOUVELLE LTD,Negotiable,14/08/2025,Mauritius,13/09/2025,https://www.myjob.mu/Jobs/PURCHASING-LOGISTICS-CLERK-196848.aspx
Bartender / BarmanN-G Group,Not disclosed,14/08/2025,Black River,13/09/2025,https://www.myjob.mu/Jobs/Bartender-Barman-196847.aspx
Head WaiterVeranda Pointe aux Biches Hotel,"21,000 - 30,000",14/08/2025,Port Louis,13/09/2025,https://www.myjob.mu/Jobs/Head-Waiter-196843.aspx
W​a​i​t​e​r​Veranda Pointe aux Biches Hotel,"10,000 - 20,000",14/08/2025,Riviere du Rempart,13/09/2025,https://www.myjob.mu/Jobs/Waiter-196842.aspx
Cook (Astroea Beach Mauritius)Groupe Beau Vallon,Not disclosed,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Cook-Astroea-Beach-Mauritius-196839.aspx
E​l​e​c​t​r​i​c​i​a​n​Anantara Iko Mauritius Resort & Villas,"10,000 - 20,000",14/08/2025,Mauritius,13/09/2025,https://www.myjob.mu/Jobs/Electrician-196838.aspx
Junior Sous Chef - Voilà HotelRogers Hospitality,Not disclosed,14/08/2025,Moka,13/09/2025,https://www.myjob.mu/Jobs/Junior-Sous-Chef-Voilà-Hotel-196837.aspx
Financial AccountantSiegen Consulting Ltd,Not disclosed,14/08/2025,Mauritius,13/09/2025,https://www.myjob.mu/Jobs/Financial-Accountant-196835.aspx
Sourcing SupportABInBev,"31,000 - 40,000",14/08/2025,Black River,13/09/2025,https://www.myjob.mu/Jobs/Sourcing-Support-196834.aspx
Kitchen TechnicianNinety – Six Hotel Collection,Negotiable,14/08/2025,Port Louis,13/09/2025,https://www.myjob.mu/Jobs/Kitchen-Technician-196833.aspx
Customer Service AdvisorNEUTRATECH (MAURITIUS) CO LTD,"21,000 - 30,000",14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Customer-Service-Advisor-196832.aspx
Client AccountantCredentia Global Network Ltd,Not disclosed,14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Client-Accountant-196828.aspx
Marketing ExecutiveCredentia International Management Ltd,Not disclosed,14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Marketing-Executive-196831.aspx
Tele-Marketing OperatorNEUTRATECH (MAURITIUS) CO LTD,"21,000 - 30,000",14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Tele-Marketing-Operator-196830.aspx
HR Support AssistantThe Ravenala Attitude,Not disclosed,14/08/2025,Pamplemousses,13/09/2025,https://www.myjob.mu/Jobs/HR-Support-Assistant-196829.aspx
Junior Mechanical EngineerSystems Building Contracting Ltd,Negotiable,14/08/2025,Mauritius,13/09/2025,https://www.myjob.mu/Jobs/Junior-Mechanical-Engineer-196826.aspx
Mechanical EngineerSystems Building Contracting Ltd,Negotiable,14/08/2025,Mauritius,13/09/2025,https://www.myjob.mu/Jobs/Mechanical-Engineer-196827.aspx
Marketing AssistantNEUTRATECH (MAURITIUS) CO LTD,"21,000 - 30,000",14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Marketing-Assistant-196825.aspx
Fast Food Operative -Port Louis RegionEXOTIC GROUP,"21,000 - 30,000",14/08/2025,Mauritius,13/09/2025,https://www.myjob.mu/Jobs/Fast-Food-Operative-Port-Louis-196822.aspx
Senior Client Accounting (2528-SCA)Alentaris Recruitment Ltd,"31,000 - 40,000",14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Senior-Client-Accounting-2528-SCA-196824.aspx
Supervisor – Client Accounting (2528-SVCA)Alentaris Recruitment Ltd,"41,000 - 50,000",14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Supervisor-Client-Accounting-2528-SVCA-196823.aspx
Executive Sales RepresentativeNEUTRATECH (MAURITIUS) CO LTD,"41,000 - 50,000",14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Executive-Sales-Representative-196821.aspx
Assistant Executive HousekeeperAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Assistant-Executive-Housekeeper-196820.aspx
Public Area AttendantAnantara Iko Mauritius Resort & Villas,Not disclosed,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Public-Area-Attendant-196818.aspx
Waiter / WaitressAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Mauritius,13/09/2025,https://www.myjob.mu/Jobs/Waiter-Waitress-196816.aspx
HVAC TechnicianAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Mauritius,13/09/2025,https://www.myjob.mu/Jobs/HVAC-Technician-196815.aspx
Reservation AgentAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Reservation-Agent-196813.aspx
Executive ChefNewrest Group,Not disclosed,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Executive-Chef-196809.aspx
Guest Relations ManagerAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Savanne,13/09/2025,https://www.myjob.mu/Jobs/Guest-Relations-Manager-196811.aspx
"Health, & Safety Officer (Full - Time)Anantara Iko Mauritius Resort & Villas",Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Health-Safety-Officer-Full-Time-196808.aspx
Recreation AgentAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Recreation-Agent-196806.aspx
B​e​l​l​m​a​n​Anantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Bellman-196792.aspx
Content CreatorAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Content-Creator-196805.aspx
C​o​m​m​i​s​Anantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Commis-196804.aspx
Junior Chief EngineerAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Junior-Chief-Engineer-196803.aspx
Sales Manager (Russia and CIS)Anantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Sales-Manager-Russia-and-CIS-196802.aspx
SERVICE ADVISOR (AXESS LTD)ENL,Not disclosed,14/08/2025,Port Louis,13/09/2025,https://www.myjob.mu/Jobs/SERVICE-ADVISOR-AXESS-LTD-196801.aspx
Guest Service Agent (Arabic Speaking)Anantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Guest-Service-Agent-Arabic-Speaking-196799.aspx
Social Media SpecialistEXOTIC GROUP,Not disclosed,14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Social-Media-Specialist-196798.aspx
Sales and Marketing CoordinatorAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Sales-and-Marketing-Coordinator-196797.aspx
P​l​u​m​b​e​r​Anantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Plumber-196796.aspx
Marketing Graphic Designer – Multi-Brand CreativeEXOTIC GROUP,Not disclosed,14/08/2025,Plaine Wilhems,13/09/2025,https://www.myjob.mu/Jobs/Marketing-Graphic-Designer-Multi-Brand-196795.aspx
Chief AccountantAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Savanne,13/09/2025,https://www.myjob.mu/Jobs/Chief-Accountant-196794.aspx
Telephone OperatorAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Savanne,13/09/2025,https://www.myjob.mu/Jobs/Telephone-Operator-196793.aspx
B​a​r​t​e​n​d​e​r​Anantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Bartender-196791.aspx
S​t​e​w​a​r​d​i​n​g​Anantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Stewarding-196790.aspx
Fitness InstructorAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Fitness-Instructor-196789.aspx
Housekeeping AttendantAnantara Iko Mauritius Resort & Villas,Not disclosed,14/08/2025,Grand Port,13/09/2025,https://www.myjob.mu/Jobs/Housekeeping-Attendant-196788.aspx
Spa TherapistAnantara Iko Mauritius Resort & Villas,Negotiable,14/08/2025,Mauritius,13/09/2025,https://www.myjob.mu/Jobs/Spa-Therapist-196787.aspx
Senior Joinery EstimatorMANSER SAXON CONTRACTING LTD,Not disclosed,14/08/2025,Pamplemousses,13/09/2025,https://www.myjob.mu/Jobs/Senior-Joinery-Estimator-196785.aspx
Senior Draughtsman (HVAC) - Tornado LtdMANSER SAXON CONTRACTING LTD,Negotiable,14/08/2025,Pamplemousses,13/09/2025,https://www.myjob.mu/Jobs/Senior-Draughtsman-HVAC-Tornado-Ltd-196784.aspx
Driver (2533-DR)Alentaris Recruitment Ltd,Negotiable,13/08/2025,Plaine Wilhems,12/09/2025,https://www.myjob.mu/Jobs/Driver-2533-DR-196782.aspx
Parts & Procurement Operations OfficerBIA,Not disclosed,13/08/2025,Plaine Wilhems,12/09/2025,https://www.myjob.mu/Jobs/Parts-Procurement-Operations-Officer-196777.aspx
Chargé d'achat / ApprovisionneurImpex Solutions Ltd,Not disclosed,13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Charge-d-achat-Approvisionneur-196776.aspx
L​o​g​i​s​t​i​c​i​e​n​Impex Solutions Ltd,Not disclosed,13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Logisticien-196775.aspx
Spanish-speaking Destination Hostess/StewardEmotions Destination Management,Negotiable,13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Spanish-speaking-Destination-Hostess-Steward-196774.aspx
D​r​i​v​e​r​Inicia Ltée,"10,000 - 20,000",13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Driver-196772.aspx
D​r​i​v​e​r​Inicia Ltée,"10,000 - 20,000",13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Driver-196771.aspx
Customs ClerkRey & Lenferna Ltd,Negotiable,13/08/2025,Port Louis,12/09/2025,https://www.myjob.mu/Jobs/Customs-Clerk-196769.aspx
Operations Delivery Executive/ AnalystRank Interactive Services (Mauritius) Limited,Not disclosed,13/08/2025,Moka,12/09/2025,https://www.myjob.mu/Jobs/Operations-Delivery-Executive-Analyst-196770.aspx
Trainee EngineeringPhoenixBev,Not disclosed,13/08/2025,Plaine Wilhems,12/09/2025,https://www.myjob.mu/Jobs/Trainee-Engineering-196768.aspx
Full Stack Developer (UK)SD Worx (Mauritius) Limited,Negotiable,13/08/2025,Mauritius,15/09/2025,https://www.myjob.mu/Jobs/Full-Stack-Developer-UK-196767.aspx
Junior Specialist - Project AdministrationBolt Talent Solutions (Pty) Ltd,Not disclosed,13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Junior-Specialist-Project-Administration-196766.aspx
Database Administrator SrDAYFORCE,Negotiable,13/08/2025,Moka,12/09/2025,https://www.myjob.mu/Jobs/Database-Administrator-Sr-196765.aspx
Procurement OfficerISLAND BRUSH COMPANY LTD,"21,000 - 30,000",13/08/2025,Riviere du Rempart,12/09/2025,https://www.myjob.mu/Jobs/Procurement-Officer-196764.aspx
Assistant Front Office ManagerHeritage Awali Golf & Spa Resort,Negotiable,13/08/2025,Savanne,12/09/2025,https://www.myjob.mu/Jobs/Assistant-Front-Office-Manager-196762.aspx
Technical Lead - JavaBolt Talent Solutions (Pty) Ltd,Not disclosed,13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Technical-Lead-Java-196761.aspx
Software Engineer JavaBolt Talent Solutions (Pty) Ltd,Not disclosed,13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Software-Engineer-Java-196759.aspx
Sales ExecutiveIBL Logistics,Negotiable,13/08/2025,Port Louis,12/09/2025,https://www.myjob.mu/Jobs/Sales-Executive-196758.aspx
Safety & Health OfficerAldrex Suppliers Ltd,Negotiable,13/08/2025,Plaine Wilhems,12/09/2025,https://www.myjob.mu/Jobs/Safety-Health-Officer-196747.aspx
Accounts Clerk/AdminAnglo African Ltd,"21,000 - 30,000",13/08/2025,Moka,12/09/2025,https://www.myjob.mu/Jobs/Accounts-Clerk-Admin-196746.aspx
Warehouse Operations SupervisorPhoenixBev,Not disclosed,13/08/2025,Plaine Wilhems,12/09/2025,https://www.myjob.mu/Jobs/Warehouse-Operations-Supervisor-196745.aspx
Finance Business SupportOrange Business Services Mauritius Limited,Not disclosed,13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Finance-Business-Support-196744.aspx
Data Entry Operator (opératrice/opérateur de saisie)Sydev (Mauritius) Ltd,Negotiable,12/10/2022,Plaine Wilhems,30/09/2025,https://www.myjob.mu/Jobs/Data-Entry-Operator-operatrice-operateur-134756.aspx
Inventory & Compliance AuditPhoenixBev,"21,000 - 30,000",13/08/2025,Plaine Wilhems,12/09/2025,https://www.myjob.mu/Jobs/Inventory-Compliance-Audit-196743.aspx
kitchen Steward - Le Suffren Hotel & MarinaNinety – Six Hotel Collection,Negotiable,13/08/2025,Port Louis,12/09/2025,https://www.myjob.mu/Jobs/kitchen-Steward-Le-Suffren-Hotel-196742.aspx
Receptionist - Le Suffren Hotel & MarinaNinety – Six Hotel Collection,Negotiable,13/08/2025,Plaine Wilhems,12/09/2025,https://www.myjob.mu/Jobs/Receptionist-Le-Suffren-Hotel-Marina-196741.aspx
Kitchen Technician - Le Suffren Hotel & MarinaNinety – Six Hotel Collection,Negotiable,13/08/2025,Port Louis,12/09/2025,https://www.myjob.mu/Jobs/Kitchen-Technician-Le-Suffren-Hotel-196740.aspx
Trainee - Customer Service (Goodlands)Mauritius Union Group,Not disclosed,13/08/2025,Port Louis,12/09/2025,https://www.myjob.mu/Jobs/Trainee-Customer-Service-Goodlands-196739.aspx
Modélisateur 3D / Team LeadBolt Talent Solutions (Pty) Ltd,Not disclosed,13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Modelisateur-3D-Team-Lead-196738.aspx
Customer Care and Administrative CoordinatorGlobalink (International) Mauritius – mineral beauty,"10,000 - 20,000",13/08/2025,Moka,12/09/2025,https://www.myjob.mu/Jobs/Customer-Care-and-Administrative-Coordinator-196735.aspx
Internal ControllerBolt Talent Solutions (Pty) Ltd,Not disclosed,13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Internal-Controller-196733.aspx
Chief StorekeeperBolt Talent Solutions (Pty) Ltd,Not disclosed,13/08/2025,Mauritius,12/09/2025,https://www.myjob.mu/Jobs/Chief-Storekeeper-196732.aspx
T​e​c​h​n​i​c​i​a​n​Rey & Lenferna Ltd,Negotiable,13/08/2025,Port Louis,12/09/2025,https://www.myjob.mu/Jobs/Technician-196729.aspx
Sales Representative - TamarinEspace Maison Ltd,Not disclosed,13/08/2025,Black River,12/09/2025,https://www.myjob.mu/Jobs/Sales-Representative-Tamarin-196728.aspx
RESERVATION CONSULTANTThe Lux Collective Ltd,Not disclosed,13/08/2025,Plaine Wilhems,12/09/2025,https://www.myjob.mu/Jobs/RESERVATION-CONSULTANT-196727.aspx
Head SommelierSands Suites Resort & Spa,Not disclosed,13/08/2025,Black River,12/09/2025,https://www.myjob.mu/Jobs/Head-Sommelier-196726.aspx
Cost ControllerMauritius Gymkhana Club,"21,000 - 30,000",13/08/2025,Plaine Wilhems,12/09/2025,https://www.myjob.mu/Jobs/Cost-Controller-196725.aspx
